filter_name,superionic_cutoff_provisional,auc,ci_lower_95,ci_upper_95,spearman_rho,spearman_p,precision_top10,enrichment_top10,precision_top20,enrichment_top20,label_scramble_p,within_family_aucs,verdict,verdict_rationale
composition_baseline,0.001,0.6019417475728155,0.45689618903840845,0.7261093911248709,0.09231627621854793,0.31389113091291454,0.0,0.0,0.25,1.6805555555555556,0.08391608391608392,"{'oxide': 0.452054794520548, 'sulfide': 0.3333333333333333}",INSUFFICIENT_EVIDENCE,"Did not pass all required gates. Failed official-split AUC gate (AUC=0.602, 95% CI=[0.457, 0.726]); Failed label-scramble gate (p=0.0839 >= 0.05); Failed within-family gate (no family >=0.65: {'oxide': 0.452054794520548, 'sulfide': 0.3333333333333333})"
f2_bvse_probation,0.001,0.4433656957928803,0.3087667949141844,0.5879283594171614,-0.2981130152402709,0.0008967837868206626,0.16666666666666666,1.1203703703703702,0.08333333333333333,0.5601851851851851,0.7832167832167832,"{'oxide': 0.44814090019569475, 'sulfide': 0.2678571428571428}",REMOVE,"Negative/inverse correlation (AUC=0.443 < 0.50). Failed official-split AUC gate (AUC=0.443, 95% CI=[0.309, 0.588]); Failed label-scramble gate (p=0.7832 >= 0.05); Failed within-family gate (no family >=0.65: {'oxide': 0.44814090019569475, 'sulfide': 0.2678571428571428})"
